ISBN,レーベル名,レーベル名カナ,タイトル,出版社名,出版社名カナ,作者名,作者名カナ,発売日,本体価格,版型
9784758021029,百合姫コミックス,ユリヒメコミックス,双子百合えっちアンソロジー,一迅社,イチジンシャ,None,None,2020-03-27,900,A5
9784049131130,電撃コミックNEXT,デンゲキコミックスネクスト,やがて君になる公式コミックアンソロジー 2,KADOKAWA,カドカワ,None,None,2020-03-26,650,B6
9784758021012,百合姫コミックス,ユリヒメコミックス,割り切った関係ですから。 2,一迅社,イチジンシャ,FLOWERCHILD,フラワーチャイルド,2020-03-18,680,B6
9784758068550,百合姫コミックス,ユリヒメコミックス,イケメン女と箱入り娘 1,一迅社,イチジンシャ,majoccoid,マジョッコイド,2020-03-27,630,B6
9784575854404,月刊アクションコミックス,ゲッカンアクションコミックス,初夜百合アンソロジー シロップ[HONEY],双葉社,フタバシャ,None,None,2020-04-27,780,B6
9784040645698,MFコミックスフラッパーシリーズ,エムエフコミックスフラッパーシリーズ,悪戯プライバシー,KADOKAWA,カドカワ,ちこれ,チコレ,2020-04-23,630,B6
9784098500956,裏少年サンデーコミックス,ウラショウネンサンデーコミックス,付き合ってあげてもいいかな 4,小学館,ショウガクカン,たみふる,タミフル,2020-04-10,591,B6
9784758021111,百合姫コミックス,ユリヒメコミックス,モデルちゃんと地味マネさん 2,一迅社,イチジンシャ,たねこ,タネコ,2020-04-16,680,B6
9784091575951,サンデーGXコミックス,サンデージーエックスコミックス,ヴァンピアーズ 3,小学館,ショウガクカン,アキリ,アキリ,2020-05-19,600,B6
9784592711681,楽園コミックス,ラクエンコミックス,不条理なあたし達 2,白泉社,ハクセンシャ,竹宮ジン,タケミヤジン,2020-04-30,770,B6
9784758021166,百合姫コミックス,ユリヒメコミックス,ストロング! アルコール百合アンソロジー,一迅社,イチジンシャ,None,None,2020-05-18,900,A5
9784758021173,百合姫コミックス,ユリヒメコミックス,ストロベリーパルフェ おねロリ百合アンソロジー,一迅社,イチジンシャ,None,None,2020-05-18,900,A5
